id,author_year,cave_region_id,is_archival,description,region,archival_flag
10652,Wołoszyn B.W. 1959,30,,"Wołoszyn B.W. 1959: Nowe odkrycia jaskiniowe w Górach Świętokrzyskich. Biul. Speleolog. 1: 14-18, Wrocław.",Region Świętokrzyski,
10653,Wołoszyn B.W. 1960a,30,,"Wołoszyn B.W. 1960a: Nietoperze jaskiń Gór Świętokrzyskich. Biul. Speleolog. 1 (2): 15-20, Wrocław.",Region Świętokrzyski,
10654,Wołoszyn B.W. 1960b,30,,"Wołoszyn B.W. 1960b: Podziemny świat Łysogór. Słowo Ludu: Magazyn Niedzielny z dni 8-9.10.1960r., Kielce.",Region Świętokrzyski,
13215,Wołoszyn B.W. 1961,41,,"Wołoszyn B.W. 1961: Die postglazialen Fledermäuse /Chiroptera/ aus der Zimna höhle in der Holocen Tatra. Die Höhle 12: 90-91, Wien.",Tatry,
10655,Wołoszyn B.W. 1961a,30,,"Wołoszyn B.W. 1961a: Nietoperze naszych gór. Słowo Ludu: Magazyn Niedzielny z dni 7-8.01.1961r., Kielce.",Region Świętokrzyski,
10656,Wołoszyn B.W. 1961b,30,,"Wołoszyn B.W. 1961b: Jaskinie Kadzielni. Słowo Ludu: Magazyn Niedzielny z dni 11-12.11.1961r., Kielce.",Region Świętokrzyski,
10657,Wołoszyn B.W. 1962a,30,,"Wołoszyn B.W. 1962a: Nietoperze z jaskiń Gór Świętokrzyskich. Przegl. Zoolog. 6, 2:  156-162., Wrocław.",Region Świętokrzyski,
10658,Wołoszyn B.W. 1962b,30,,"Wołoszyn B.W. 1962b: W urwiskach skalnych Kadzielni. Słowo Ludu: Magazyn Niedzielny z dni 2-3.06.1962r., Kielce.",Region Świętokrzyski,
13216,Wołoszyn B.W. 1963,41,,"Wołoszyn B.W. 1963: Postglacjalna fauna /Chiroptera/ z jaskini Zimnej w Tatrach. Przegl. Geol. 2: 110, Warszawa.",Tatry,
13217,Wołoszyn B.W. 1964,41,,"Wołoszyn B.W. 1964: Subfosylna fauna jaskiń tatrzańskich. [W:] Sem. Spel. I Ogólnopol. Zjaz. Bad. Krasu: 60-65, Kiel. Tow. Nauk., Kielce",Tatry,
10659,Wołoszyn B.W. 1964a,30,,"Wołoszyn B.W. 1964a: Nowe obserwacje nad nietoperzami z jaskiń Gór Świętokrzyskich. Przegl. Zoolog. 8, 3: 286-292, Wrocław.",Region Świętokrzyski,
10660,Wołoszyn B.W. 1964b,30,,"Wołoszyn B.W. 1964b: Badania nad nietoperzami z jaskiń Gór Świętokrzyskich. W: Sem. Speleol. 1 Ogólnop. Zjazdu Badaczy Krasu, Św. Katarzyna 1963, s.66-72, Kielce.",Region Świętokrzyski,
10661,Wołoszyn B.W. 1965a,30,,"Wołoszyn B.W. 1965a: Jaskinia Raj w Górach Świętokrzyskich. Wszechświat 11: 282- 285,Kraków.",Region Świętokrzyski,
10662,Wołoszyn B.W. 1965b.,30,,"Wołoszyn B.W. 1965b.: Współczesne występowanie Plecotus auritus (L., 1758) i Plecotus austriacus (Fischer, 1829) w Polsce. W: Mat. na 8 Zjazd PTZool., s. 83-85, Olsztyn.",Region Świętokrzyski,
10663,Wołoszyn B.W. 1966,30,,"Wołoszyn B.W. 1966: Jaskinia Raj w Górach Świętokrzyskich. Wierchy 34 (1965): 207- 210, Kraków.",Region Świętokrzyski,
13218,Wołoszyn B.W. 1967,41,,"Wołoszyn B.W. 1967: Współczesna i holoceńska fauna ssaków z jaskini Szczelina Chochołowska w Tatrach, Prace Muz. Ziemi 11: 291-298, Warszawa.",Tatry,
14421,Wołoszyn B.W. 1968,39,,"Wołoszyn B.W. 1968: Badania nietoperzy Dolnego Śląska. Przegląd Zoologiczny, 12(2):208-220. Warszawa.",Sudety,
13219,Wołoszyn B.W. 1970,41,,"Wołoszyn B.W. 1970: Holoceńska fauna nietoperzy (Chiroptera) z jaskiń tatrzańskich. Folia Quarternaria 35: 1-52, Kraków.",Tatry,
14420,Wołoszyn B.W. 1970,39,,"Wołoszyn B.W. 1970: Holoceńska fauna nietoperzy (Chiroptera) z jaskiń tatrzańskich. Folia Quater., 35. Kraków.",Sudety,
14419,Wołoszyn B.W. 1971,39,,"Wołoszyn B.W. 1971: Nietoperze jaskiń Sudetów. Materiały III i IV Sympozjum Speleologicznego, :129-135. Muzeum Okręgowe, Częstochowa.",Sudety,
10664,Wołoszyn B.W. 1976,30,,"Wołoszyn B.W. 1976: Postglacjalna fauna nietoperzy (Chiroptera) z osadów jaskiniowych Gór Świętokrzyskich. W: Mat. 2 Konf. Paleontologów w Kielcach, s.32, Kielce.",Region Świętokrzyski,
10665,Wołoszyn B.W. 1977,30,,"Wołoszyn B.W. 1977: Wyniki badań nad termiką i wilgotnością powietrza w jaskiniach Gór Świętokrzyskich. Roczn. Święt. KTN 5 (1976): 105-150, Kielce.",Region Świętokrzyski,
11479,Wołoszyn B.W. 1981,47,,Wołoszyn B.W. 1981: Nietoperze i cywilizacja. Rocznik Muz. Okręg. Częst. 5 Przyroda 2: 97-108.,Wyżyna Śląsko-Krakowska,
16837,Wołoszyn B.W. 1987,47,,"Wołoszyn B.W. 1987: Pliocene and Pleistocene bats of Poland. Acta Palaeontologica Polonica, 32: 207–325.",Wyżyna Śląsko-Krakowska,
10666,Wołoszyn B.W. 1988,30,,"Wołoszyn B.W. 1988: Pliocene and Pleistocene bats of Poland. Acta Geol. Pol. 32, 3-4:  207-325, Warszawa.",Region Świętokrzyski,
11478,Wołoszyn B.W. 1988,47,,"Wołoszyn B.W. 1988: Pliocene and Pleistocene bats of Poland. Acta Geol. Pol. 32, 3-4:  207-325, Warszawa.",Wyżyna Śląsko-Krakowska,
10667,Wołoszyn B.W. 1989,30,,"Wołoszyn B.W. 1989: Największe kolonie nietoperzy w Polsce. Wszechświat 90, 10 (Wszechświat Nietoperzy 6): 230, Kraków.",Region Świętokrzyski,
11480,Wołoszyn B.W. 1989,47,,"Wołoszyn B.W. 1989: Nietoperze (Chiroptera). [W:] Kowalski K. (red.) Historia i ewolucje lądowej fauny Polski. Folia Quarternaria 59-60: 129-141, Kraków. ",Wyżyna Śląsko-Krakowska,
10343,Wołoszyn B.W. 1990,29,,"Wołoszyn B.W. 1990: Jaskinie Zespołu Parków Krajobrazowych Ponidzia. Studia Ośr. Dokument. Fizjogr. 18: 275-341, Kraków.",Niecka Nidziańska,
10668,Wołoszyn B.W. 1992,30,,"Wołoszyn B.W. 1992: Nocek Behstaina (Myotis Bechteini Kuhl, 1818). [W:] Polska czerwona księga zwierząt. (Głowaciński Z. red.). Państw. Wyd. Roln. i Leśn., s.40-42, Warszawa.",Region Świętokrzyski,
11481,Wołoszyn B.W. 1992,47,,"Wołoszyn B.W. 1992: Nocek Behstaina (Myotis Bechteini Kuhl, 1818). [W:] Polska czerwona księga zwierząt. (Głowaciński Z. red.). Państw. Wyd. Roln. i Leśn., s.40-42, Warszawa.",Wyżyna Śląsko-Krakowska,
10669,Wołoszyn B.W. 1992a,30,,"Wołoszyn B.W. 1992a: Akronimy nietoperzy. Wszechświat 91, 10 (Wszechświat Nietoperzy 17): 267-268, Kraków.",Region Świętokrzyski,
10670,Wołoszyn B.W. 1994a,30,,"Wołoszyn B.W. 1994a: Nietoperze (Chiroptera) zimujące w jaskiniach i sztolniach Gór Świętokrzyskich. W: Zimowe spisy nietoperzy w Polsce: 1988-1992. Wyniki i ocena skuteczności. (red. Wołoszyn B.W.). Centr. Inf. Chiropter., s.158-174, Kraków.",Region Świętokrzyski,
10671,Wołoszyn B.W. 1994b,30,,"Wołoszyn B.W. 1994b: Dekady spisu nietoperzy w Polsce z perspektywy 5-ciu lat badań. W: Zimowe spisy nietoperzy w Polsce: 1988-1992. Wyniki i ocena skuteczności. (red. Wołoszyn B.W.). Centr. Inf. Chiropter., s.186-218, Kraków.",Region Świętokrzyski,
13220,Wołoszyn B.W. 1996,41,,"Wołoszyn B.W. 1996: Fauna jaskiń. [W:] Przyroda Tatrzańskiego Parku Narodowego (red. Mirek Z,., Głowaciński Z., Klimek K., Piękoś-Mirkowa H.), Wyd TPN, Zakopane.-Kraków.",Tatry,
10672,Wołoszyn B.W. 1996,30,,"Wołoszyn B.W. 1996: Ocena stanu populacji nietoperzy w Polsce na podstawie wyników zimowych spisów (DSN) przeprowadzonych w latach 1988-1992. W: Aktualne problemy ochrony nietoperzy w Polsce. Mat. z 9 Ogólnop. Konf. Chiropt. w Krakowie (Wołoszyn B.W. red.), s.181-208, Kraków.",Region Świętokrzyski,
11580,Wołoszyn B.W. 1996,47,,"Wołoszyn B.W. 1996: Ocena stanu populacji nietoperzy w Polsce na podstawie wyników zimowych spisów (DSN) przeprowadzonych w latach 1988–1992. [W:] Wołoszyn B.W. (red.), Aktualne problemy ochrony nietoperzy w Polsce: 181–208. Publikacje Centrum Informacji Chiropterologicznej, Instytut Systematyki i Ewolucji Zwierząt Polskiej Akademii Nauk w Krakowie, Kraków.",Wyżyna Śląsko-Krakowska,
11533,"Wołoszyn B.W., Gradziński M., Kosiński M., Kozakiewicz K., Postawa R.1996",47,,"Wołoszyn B.W., Gradziński M., Kosiński M., Kozakiewicz K., Postawa R.1996: Plan ochrony jaskini i rezerwatu „Szachownica”. Kraków. ",Wyżyna Śląsko-Krakowska,
16839,Wołoszyn B.W. i in. 2005,47,,"Wołoszyn B.W., Kłys G., Kozakiewicz K. 2005: Historia badań, teraźniejszość i przyszłość chiropterofauny Wyżyny Krakowsko-Wieluńskiej. [W:] Partyka J. (red.), Zróżnicowanie i przemiany środowiska przyrodniczo-kulturowego Wyżyny Krakowsko-Częstochowskiej. Tom 3. Suplement: 57–68. Wydaw. OPN, Ojców.",Wyżyna Śląsko-Krakowska,
10673,"Wołoszyn B.W., Labocha M., Gałosz W., Postawa T. 1995",30,,"Wołoszyn B.W., Labocha M., Gałosz W., Postawa T. 1995: Kontrola populacji nietoperzy hibernujących w sztolniach na Miedziance w Górach Świętokrzyskich. Wszechświat 95, 4 (Wszechświat Nietoperzy 22): 106-107, Kraków.",Region Świętokrzyski,
11581,"Wołoszyn B.W., Postawa T. 1992",47,,"Wołoszyn B.W., Postawa T. 1992: Jesienny spis nietoperzy w Jaskini pod Sokolą Górą. Wszechświat 93 (12): 319, Warszawa.",Wyżyna Śląsko-Krakowska,
10674,"Wołoszyn B.W., Postawa T. 1993",30,,"Wołoszyn B.W., Postawa T. 1993: Kontrola populacji nietoperzy hibernujących w Jaskini Zbójeckiej w Łagowie. Wszechświat 94, 3 (Wszechświat Nietoperzy 19): 78,Kraków.",Region Świętokrzyski,
10354,"Wołoszyn B.W., Wołoszyn K.P. 1990",29,,"Wołoszyn B.W., Wołoszyn K.P. 1990: Jaskinie Gór Świętokrzyskich i Niecki Nidziańskiej – Arch. Centr. Inf. Chiropt., Inst. Syst. i Ewolucji Zwierząt PAN, Kraków.",Niecka Nidziańska,
10736,"Wołoszyn B.W., Wołoszyn K.P. 1990",30,,"Wołoszyn B.W., Wołoszyn K.P. 1990: Jaskinie Gór Świętokrzyskich i Niecki Nidziańskiej – Arch. Centr. Inf. Chiropt., Inst. Syst. i Ewolucji Zwierząt PAN, Kraków.",Region Świętokrzyski,
10344,"Wołoszyn B.W., Wołoszyn K.P., Wiraszka S. 1986a",29,,"Wołoszyn B.W., Wołoszyn K.P., Wiraszka S. 1986a: New discovered gypsum caves in Poland. comm. 9th Intern. Congress Speleol., 2: 266-268, Barcelona.",Niecka Nidziańska,
10345,"Wołoszyn B.W., Wołoszyn K.P., Wiraszka S. 1986b",29,,"Wołoszyn B.W., Wołoszyn K.P., Wiraszka S. 1986b: Odkrycie nowych jaskiń w dolinie Nidy. Wszechświat, 87 (10): 236-238, Kraków.",Niecka Nidziańska,
13221,"Wołoszyn B.W., Woźnica A. 1986",41,,"Wołoszyn B.W., Woźnica A. 1986: Praca nie opublikowana: patrz Woźnica A.S. 1988",Tatry,
10675,"Wołoszyn B.W., Wójcik Z. 1965",30,,"Wołoszyn B.W., Wójcik Z. 1965: Jaskinie Gór Świętokrzyskich. Wierchy 33 (1964): 98- 124, Kraków.",Region Świętokrzyski,
13222,Wosiński A. 1972,41,,"Wosiński A. 1972: Działalność jaskiniowa Marka Żelechowskiego. Aven, Materiały z taternictwa jaskiniowego i speleologii w latach 1971 i 1972 r., 8/9, ss. nlb.[2] Częstochowa.",Tatry,
13223,"Wosiński A., Owczarek J. 1972",41,,"Wosiński A., Owczarek J. 1972: Marek Żelechowski. [W:] Z Żałobnej Karty, Taternik 1 (214): 37, Warszawa.",Tatry,
11582,Woźniak M. 1995,47,,"Woźniak M. 1995: Jaskinia pod Kamykiem. Jaskinie Wyżyny. Informator 4: 4, Kraków. ",Wyżyna Śląsko-Krakowska,
11583,Woźniak M. 1995a,47,,"Woźniak M. 1995a: Jaskinia Jubileuszowa. Jaskinie 4: 16, Kraków.",Wyżyna Śląsko-Krakowska,
16841,Woźniak Z. 1968,47,,"Woźniak Z. 1968: Przegląd ważniejszych wyników badań wykopaliskowych w Polsce w roku 1966. Sprawozdania Archeologiczne, 19: 436–444.",Wyżyna Śląsko-Krakowska,
16843,Woźniak Z. 1970,47,,"Woźniak Z. 1970: Osadnictwo celtyckie w Polsce. Instytut Historii Kultury Materialnej PAN, Wrocław, 353 ss.",Wyżyna Śląsko-Krakowska,
16845,Woźniak Z. 2006,47,,"Woźniak Z. 2006: Jura Ojcowska w okresie lateńskim (przedrzymskim). [W:] Partyka J., Lech J. (red.), Jura Ojcowska w pradziejach i początkach państwa polskiego: 489–505. Wydaw. OPN, Ojców.",Wyżyna Śląsko-Krakowska,
16847,Woźnica A. 2004,47,,"Woźnica A. 2004: Redescription of Scoliocentra (Leriola) brachypterna (Loew, 1873) (Diptera: Heleomyzidae) with description of a new species from Europe. Polskie Pismo Entomologiczne, 73: 327–338.",Wyżyna Śląsko-Krakowska,
16849,"Woźnica A.J., Klasa A. 2009",47,,"Woźnica A.J., Klasa A. 2009: Helomyzid flies of the Ojców National Park, with notes on Suillia lineitergum (Pandelić, 1901) – a species new to the fauna of Poland (Diptera: Heleomyzidae). Fragmenta Faunistica, 52: 181–190.",Wyżyna Śląsko-Krakowska,
13224,Woźnica A.S. 1988,41,,"Woźnica A.S. 1988: Wstępne wyniki badań szczątków kostnych ssaków z systemu jaskiniowego Wysoka - Za Siedmioma Progami w Tatrach. Gacek 22 /43/: 86-87, Kraków.",Tatry,
16851,Woźny M. 2018,47,,"Woźny M. 2018: Włodzimierz Demetrykieiwcz (1859–1937) prehistoryk z przełomu epok. Polska Akademia Umiejętności, Kraków, 557 ss.",Wyżyna Śląsko-Krakowska,
10676,Wódkowski A. 1971,30,,"Wódkowski A. 1971: Fragment jaskini z fauną czwartorzędową w okolicach Miedzianki. (Góry Świętokrzyskie). Speleologia VI: 41-46, Warszawa.",Region Świętokrzyski,
11584,Wójcik M. 1971,47,,"Wójcik M. 1971: Niedźwiedź jaskiniowy z plejstoceńskich osadów Jaskini Nietoperzowej (Cave bear from the plejstocene deposits of Nietoperzowa Cave). Foli Quater. 37: 1-17, Kraków.",Wyżyna Śląsko-Krakowska,
15019,Wójcik M. 1974,47,,"Wójcik M. 1974: Szczątki Mustelidae (Carnivora, Mammalia) z późnoplejstoceńskich osadów jaskiń Polski. Acta Zoologica Cracoviensia, 19: 75–90.",Wyżyna Śląsko-Krakowska,
16853,Wójcik M. 1974,47,,"Wójcik M. 1974: Szczątki Mustelidae (Carnivora, Mammalia) z późnoplejstoceńskich osadów jaskiń Polski. Acta Zoologica Cracoviensia, 19: 75–90.",Wyżyna Śląsko-Krakowska,
13228,Wójcik S. 1959,41,,"Wójcik S. 1959: ""Sprawozdanie"" [z prac i działalności kol. Wł. Habila, St. Wójcika, R. Dąbkowskiego i M. Kruczka, członków Koła Zakopiańskiego K.W. za okres od kwietnia do października 1959 r.]; maszynopis, 8 s., otrzymali: KTJ, Koło Zakopiańskie KW, redakcja ""Wierchów"", redakcja ""Taternika, redakcja ""Turysty"" Arch. PTPNoZ, Warszawa.",Tatry,
13229,Wójcik S. 1962,41,,"Wójcik S. 1962: Jaskinie Lodowe w Tatrach Polskich. Wierchy 30: 227-233, Kraków.",Tatry,
13230,Wójcik S. 1964,41,,"Wójcik S. 1964: Z odkryć i prac zakopiańskich speleologów. Wierchy 32: 270-273, Kraków.",Tatry,
13225,Wójcik S. 1964a,41,,"Wójcik S. 1964a: Inwentaryzacja jaskiń tatrzańskich. Wierchy 32: 271-272, Kraków.",Tatry,
13231,Wójcik S. 1975?,41,,"Wójcik S. 1975?: Jaskinia Wodna przy Pisanej; szkic położenia i jaskini, spis jego informacji ustnych. Arch. PTPNoZ, Warszawa.",Tatry,
13232,"Wójcik S.: ""Inwentarz jaskiń tatrzańskich""",41,,"Wójcik S.: ""Inwentarz jaskiń tatrzańskich""; opracowanie nie zostało zakończone, materiały gromadzone w 1959 r. i na początku lat 60-tych zawierają kilkadziesiąt stron maszynopisów i rękopisów, plany, przekroje, zdjęcia/. Egzemplarz udostępniony PTPNoZ był prawdopodobnie niekompletny. Arch. PTPNoZ, Warszawa.",Tatry,
13234,Wójcik Z. 1956,41,,Wójcik Z. 1956: Notatki terenowe; z prac przeprowadzonych w roku 1956. arch. prywatne autora,Tatry,
11585,Wójcik Z. 1957,47,,"Wójcik Z. 1957: Szpaciarstwo i problem ochrony jaskiń. Chrońmy Przyrodę Ojczystą, 13, 2: 45-46, Kraków.",Wyżyna Śląsko-Krakowska,
13235,Wójcik Z. 1957a,41,,"Wójcik Z. 1957a: Uwagi w sprawie geologii Jaskini Magurskiej. Przegl. Geol. 4: 186, Warszawa.",Tatry,
13236,Wójcik Z. 1957b,41,,"Wójcik Z. 1957b: O powstaniu niektórych żwirów jaskiniowych. Przegl. Geol. 11: 528-529, Warszawa.",Tatry,
13237,Wójcik Z. 1957c,41,,"Wójcik Z. 1957c: W sprawie ochrony jaskiń. Chrońmy Przyr. Ojczystą, XIII, 5: 29-32, Kraków.",Tatry,
13238,Wójcik Z. 1957d,41,,"Wójcik Z. 1957d: W sprawie nazewnictwa w jaskiniach. Grotołaz 5 /21/: 12, Kraków.",Tatry,
13282,"Wójcik, Z. 1957e",41,,"Wójcik Z. 1957e: Z grotołazami w Jaskini Miętusiej. Przegl. Geol. 5: 242-243, Warszawa.",Tatry,
13239,Wójcik Z. 1957f,41,,"Wójcik Z. 1957f: Błotne lejki. Ziemia 6 (8): 14, Kraków.",Tatry,
13240,Wójcik Z. 1957g,41,,"Wójcik Z. 1957g: Nowe odkrycia speleologiczne w Tatrach. Wierchy 26: 255, Kraków.",Tatry,
11586,Wójcik Z. 1958a,47,,Wójcik Z. 1958a: Speleologicke vyzkumu v Polsku. Československy Kras 11.,Wyżyna Śląsko-Krakowska,
11587,Wójcik Z. 1958b,47,,"Wójcik Z. 1958b: Dziwy jaskini Studnisko. Wszechświat 9, Warszawa.",Wyżyna Śląsko-Krakowska,
10677,Wójcik Z. 1959,30,,"Wójcik Z. 1959: Nowe jaskinie na terenie Tatr, Gór Kaczawskich i Gór Świętokrzyskich. Wierchy 27: 268-272, Kraków.",Region Świętokrzyski,
11588,Wójcik Z. 1959,47,,"Wójcik Z. 1959: 514. Jaskinia Wiercica; 515. Jaskinia w Laskach na S od Trzebniowa; 516. Jaskinia Chuda; 517. Jaskinia w Sulszowicach; 518. Jaskinia Kadzielniańska w Siedlcu; 519. Schronisko Kadzielniańskie w Siedlcu I; 520. Schronisko Kadzielniańskie w Siedlcu II; 521. Schron w lasku koło Kadzielni w Siedlcu. Speleologia T.I nr 1-2: 95-106, Warszawa.",Wyżyna Śląsko-Krakowska,
14424,Wójcik Z. 1959,39,,"Wójcik Z. 1959: Nowe jaskinie na terenie Tatr, Gór Kaczawskich i Gór Świętokrzyskich. Wierchy, 17. Kraków.",Sudety,
13241,Wójcik Z. 1959a,41,,"Wójcik Z. 1959a: Serie wierchowe południowych zboczy Bobrowca. Acta Geol. Pol. IX, 2: 165-197, Warszawa.",Tatry,
13242,Wójcik Z. 1959b,41,,"Wójcik Z. 1959b: Z geomorfologii jaskiń tatrzańskich. Wierchy 27: 1958, 55-74, Kraków.",Tatry,
13243,Wójcik Z. 1959c,41,,"Wójcik Z. 1959c Nowe jaskinie na terenie Tatr, Gór Kaczawskich i Gór Świętokrzyskich. Wierchy 27: 1958, 268-272, Kraków.",Tatry,
13244,Wójcik Z. 1959d,41,,"Wójcik Z. 1959d: Działalność speleologiczna Mariusza Zaruskiego. Speleologia, I, z. 4: 217-225, Warszawa.",Tatry,
13226,Wójcik Z. 1959f,41,,"Wójcik Z. 1959f: Jak wydłużała się Jaskinia Zimna. Poznaj Świat 8: 3-6, Warszawa.",Tatry,
11589,Wójcik Z. 1960,47,,Wójcik Z. 1960: Piaszczyste nacieki jaskini Studnisko w Sokolich Górach. Zbiór prac i komunikatów treści geologicznej nr 1. Warszawa. ,Wyżyna Śląsko-Krakowska,
10678,Wójcik Z. 1960a,30,,"Wójcik Z. 1960a: Dalsze odkrycia jaskiniowe. Wierchy 28: 235-236, Kraków.",Region Świętokrzyski,
13245,Wójcik Z. 1960a,41,,"Wójcik Z. 1960a: Badania granulometryczne allochtonicznych osadów jaskiń Tatr Zachodnich. Speleologia, II, z. 1: 31-39, Warszawa.",Tatry,
10679,Wójcik Z. 1960b,30,,"Wójcik Z. 1960b: W sprawie zabytków przyrody nieożywionej w województwie kieleckim. Wierchy 28: 268-269, Kraków.",Region Świętokrzyski,
13246,Wójcik Z. 1960b,41,,"Wójcik Z. 1960b: Allochtoniczne żwirowiska jaskiń tatrzańskich. Acta Geol. Pol., X, 3: 401-443, Warszawa.",Tatry,
13247,Wójcik Z. 1960c,41,,"Wójcik Z. 1960c: O krasie i jaskiniach Tatr. Wierchy 28: 1959, 206-215, Kraków.",Tatry,
13248,Wójcik Z. 1960d,41,,"Wójcik Z. 1960d: Dalsze odkrycia jaskiniowe. Wierchy 28: 235-236, Kraków.",Tatry,
12157,[Wójcik Z.] 1960e,41,,"[Wójcik Z.] 1960e: Szczelina nad Mylną. [W:] Inwentarz Jaskiń Polskich, Speleologia, II, z. 1: 66-67, Warszawa.",Tatry,
12158,[Wójcik Z.] 1960f,41,,"[Wójcik Z.] 1960f: Dziura pod Mylną. [W:] Inwentarz Jaskiń Polskich, Speleologia, II, z. 1: 66, Warszawa.",Tatry,
13249,Wójcik Z. 1960g,41,,"Wójcik Z. 1960g: Nowe jaskinie w Dolinie Małej Łąki. Taternik 1: 35-36, Warszawa.",Tatry,
12156,[Wójcik Z.] 1960h,41,,"[Wójcik Z.] 1960h: Jaskinia Mysia. [W:] Inwentarz Jaskiń Polskich, Speleologia, II, z. 1: 66-67, Warszawa.",Tatry,
13227,Wójcik Z. 1960i,41,,"Wójcik Z. 1960i: O wietrzeniu granitów tatrzańskich. Wszechświat nr 7: 183-186, Warszawa.",Tatry,
13250,Wójcik Z. 1960k,41,,"Wójcik Z. 1960k: Wyprawa speleologiczna do Jaskini Kasprowej Niżniej w Tatrach. Przegl. Geol. 6: 3 (okładka), Warszawa.",Tatry,
13251,Wójcik Z. 1961a,41,,"Wójcik Z. 1961a: Jaskinie Naciekowe w Tatrach. Chrońmy Przyrodę Ojczystą 17, 1: 31-36, Kraków.",Tatry,
13252,Wójcik Z. 1961b,41,,"Wójcik Z. 1961b: Kukiełki jaskiniowe. Przegl. Geol. 2: 121, Warszawa.",Tatry,
13253,Wójcik Z. 1961c,41,,"Wójcik Z. 1961c: Cave development in the Tatra Mountains during the Pleistocene epoch. Die Höhle, 2/3: 73-74, Wien.",Tatry,
13254,Wójcik Z. 1961d,41,,"Wójcik Z. 1961d: Cave in granites in the Tatra Mountains. Die Höhle, 2/3: 75-76, Wien",Tatry,
13233,Wójcik Z. 1963a,41,,"Wójcik Z. 1963a: W sprawie najwyżej w Polsce położonej siedziby człowieka epoki lodowej. Wierchy 31: 1962, 32-44, Kraków.",Tatry,
13255,Wójcik Z. 1963b,41,,"Wójcik Z. 1963b: Eksploracja jaskiń tatrzańskich w roku 1962. Gacek marzec 1963: 14-15, Kraków. - cytowane także jako: Wójcik Z. 1963c",Tatry,
10680,Wójcik Z. 1964,30,,"Wójcik Z. 1964: Zjawiska krasowe okolic Krzemionek Opatowskich. W: Sem. Speleol. 1 Ogólnop. Zjazdu Badaczy Krasu, Św. Katarzyna 1963, s.87-95, Kielce.",Region Świętokrzyski,
10681,Wójcik Z. 1966,30,,"Wójcik Z. 1966: Z prac Komisji Ochrony Zasobów Przyrody Nieożywionej PROP. Wszechświat 12: 311-312, Kraków.",Region Świętokrzyski,
13256,Wójcik Z. 1966a,41,,"Wójcik Z. 1966a: Geneza i wiek klastycznych osadów jaskiń tatrzańskich. Prace Muz. Ziemi 9: 3-105, Warszawa.",Tatry,
13257,Wójcik Z. 1966b,41,,"Wójcik Z. 1966b: Z prac wyprawy speleologicznej w Szczelinie Chochołowskiej w Tatrach. Przegl. Geol., 5: 250: Warszawa.",Tatry,
13258,Wójcik Z. 1967a,41,,"Wójcik Z. 1967a: Obserwacje geologiczne w Szczelinie Chochołowskiej w Tatrach. Prace Muz. Ziemi 11: 299-315, Warszawa.",Tatry,
13259,Wójcik Z. 1967b,41,,"Wójcik Z. 1967b: Wyprawy speleologiczne Muzeum Ziemi do Szczeliny Chochołowskiej w Tatrach. Prace Muz. Ziemi 11: 257-263, Warszawa.",Tatry,
13260,Wójcik Z. 1968,41,,"Wójcik Z. 1968: Rozwój geomorfologiczny wapiennych obszarów Tatr i innych masywów krasowych Karpat Zachodnich. Prace Muz. Ziemi 13: 5-144, Warszawa.",Tatry,
13261,Wójcik Z. 1969a,41,,"Wójcik Z. 1969a: Wąwóz Kraków. w Tatrach. Ochrona Przyrody 34: 227-251, Kraków.",Tatry,
13262,Wójcik Z. 1969b,41,,"Wójcik Z. 1969b: Od Tatr do Niżnych Tatr. ss. 1-91, Wyd. Geol. Muz. Ziemi PAN, Warszawa.",Tatry,
16855,Wójcik Z. 1970,47,,"Wójcik Z. 1970: Aleksander Sapieha i warszawskie środowisko przyrodnicze końca XVIII i początku XIX w. Prace Muzeum Ziemi, 15(2): 3–206.",Wyżyna Śląsko-Krakowska,
14423,Wójcik Z. 1971,39,,"Wójcik Z. 1971: Uwagi o wieku jaskiń w Sudetach. Materiały III i IV Sympozjum Speleologicznego. Muzeum Okręgowe, Częstochowa.",Sudety,
11590,Wójcik Z. 1974,47,,"Wójcik Z. 1974: Denudacja krasowa w trzeciorzędzie na terenie środkowej i południowej Polski. Pr. Muz. Ziemi 22: 149-168, Warszawa.",Wyżyna Śląsko-Krakowska,
10682,Wójcik Z. 1974,30,,"Wójcik Z. 1974: Denudacja krasowa w trzeciorzędzie na terenie środkowej i południowej Polski. Pr. Muz. Ziemi 22: 149-168, Warszawa.",Region Świętokrzyski,
13263,Wójcik Z. 1974a,41,,"Wójcik Z. 1974a: Zawieszone jaskinie wodne jako wskaźnik ruchów pionowych masywów krasowych. Prace Muz. Ziemi 22: 137-145, Warszawa.",Tatry,
13264,Wójcik Z. 1974b,41,,"Wójcik Z. 1974b: Denudacja krasowa w trzeciorzędzie na terenia środkowej i południowej Polski. Prace Muz. Ziemi 22: 149-163, Warszawa.",Tatry,
13265,Wójcik Z. 1974c,41,,"Wójcik Z. 1974c: Studium fosilniho krasu v Polsku. Československý Kras 25: 73-80, Brno",Tatry,
13266,Wójcik Z. 1975a,41,,"Wójcik Z. 1975a: Jaskinie Tatrzańskiego Parku Narodowego. Chrońmy Przyrodę Ojczystą XXXI, 5: 49-53, Kraków.",Tatry,
